"caller","callee","timestamp","duration"
"089-1000303","089-1000245","2016-01-17 10:01",285.0
"089-1000303","089-1000253","2016-2-2 21:30",112.0
"089-1000303","089-1000258","2016-2-12 22:16",237.0
"089-1000303","089-1000264","2016-02-19 12:21",135.0
"089-1000303","089-1000405","2016-01-16 13:54",168.0
"089-1000303","089-1000427","2016-01-22 10:25",97.0
"089-1000303","089-1000007","2016-01-26 18:50",266.0
"089-1000303","089-1000008","2016-1-1 11:33",254.0
"089-1000303","089-1000114","2016-1-1 19:47",58.0
"089-1000303","089-1000151","2016-02-20 22:41",5.0
"089-1000303","089-1000180","2016-2-11 2:53",373.0
"089-1000303","089-1000191","2016-01-18 16:20",163.0
"089-1000303","089-1000046","2016-01-16 10:40",583.0
"089-1000303","089-1000245","2016-01-17 10:01",297.0
"089-1000303","089-1000389","2016-02-24 00:24",513.0
"089-1000304","089-1000004","2016-02-13 02:10",108.0
"089-1000304","089-1000069","2016-2-7 11:01",34.0
"089-1000304","089-1000076","2016-02-18 11:05",205.0
"089-1000304","089-1000090","2016-1-7 1:34",13.0
"089-1000304","089-1000100","2016-02-26 13:09",63.0
"089-1000304","089-1000218","2016-01-27 15:18",17.0
"089-1000304","089-1000234","2016-01-25 00:41",130.0
"089-1000304","089-1000305","2016-02-18 22:49",275.0
"089-1000304","089-1000441","2016-02-19 15:15",479.0
"089-1000304","089-1000069","2016-2-7 11:01",29.0
"089-1000304","089-1000090","2016-1-7 1:34",2.0
"089-1000304","089-1000441","2016-02-19 15:15",528.0
"089-1000305","089-1000091","2016-02-25 02:36",66.0
"089-1000305","089-1000170","2016-02-14 04:12",15.0
"089-1000305","089-1000170","2016-02-14 04:12",15.0
"089-1000305","089-1000190","2016-01-25 11:06",176.0
"089-1000305","089-1000261","2016-01-25 15:33",58.0
"089-1000305","089-1000270","2016-01-25 05:15",111.0
"089-1000305","089-1000378","2016-2-11 22:12",9.0
"089-1000305","089-1000378","2016-2-11 22:12",16.0
"089-1000305","089-1000389","2016-1-6 21:19",324.0
"089-1000305","089-1000459","2016-01-24 19:34",168.0
"089-1000305","089-1000128","2016-2-2 2:31",69.0
"089-1000305","089-1000170","2016-02-14 04:12",44.0
"089-1000305","089-1000190","2016-01-25 11:06",199.0
"089-1000305","089-1000273","2016-1-9 3:59",177.0
"089-1000305","089-1000389","2016-1-6 21:19",585.0
"089-1000306","089-1000090","2016-2-2 19:21",40.0
"089-1000306","089-1000118","2016-01-20 17:58",190.0
"089-1000306","089-1000245","2016-1-5 0:34",50.0
"089-1000306","089-1000283","2016-02-25 05:39",24.0
"089-1000306","089-1000283","2016-02-25 05:39",5.0
"089-1000306","089-1000325","2016-02-19 08:24",56.0
"089-1000306","089-1000441","2016-02-27 09:38",427.0
"089-1000306","089-1000035","2016-02-17 15:11",119.0
"089-1000306","089-1000035","2016-02-17 15:11",118.0
"089-1000306","089-1000053","2016-02-15 06:12",409.0
"089-1000306","089-1000088","2016-1-11 21:46",397.0
"089-1000306","089-1000090","2016-2-2 19:21",108.0
"089-1000306","089-1000181","2016-02-28 07:54",275.0
"089-1000306","089-1000486","2016-02-25 04:23",22.0
"089-1000306","089-1000285","2016-2-10 14:02",334.0
"089-1000307","089-1000049","2016-2-3 1:47",208.0
"089-1000307","089-1000157","2016-2-12 1:07",12.0
"089-1000307","089-1000157","2016-02-13 04:40",125.0
"089-1000307","089-1000166","2016-01-13 06:47",183.0
"089-1000307","089-1000347","2016-02-20 15:53",365.0
"089-1000307","089-1000494","2016-01-20 07:11",399.0
"089-1000307","089-1000049","2016-2-3 1:47",372.0
"089-1000307","089-1000157","2016-02-13 04:40",520.0
"089-1000307","089-1000166","2016-01-13 06:47",202.0
"089-1000307","089-1000378","2016-2-4 2:17",560.0
"089-1000307","089-1000102","2016-02-16 23:27",267.0
"089-1000308","089-1000066","2016-01-23 17:20",146.0
"089-1000308","089-1000090","2016-1-6 22:08",400.0
"089-1000308","089-1000102","2016-2-2 0:06",99.0
"089-1000308","089-1000152","2016-2-10 4:04",3.0
"089-1000308","089-1000152","2016-2-10 4:04",5.0
"089-1000308","089-1000179","2016-2-9 9:40",162.0
"089-1000308","089-1000192","2016-2-12 13:01",86.0
"089-1000308","089-1000212","2016-02-17 02:40",219.0
"089-1000308","089-1000218","2016-01-31 17:49",314.0
"089-1000308","089-1000247","2016-01-23 15:22",7.0
"089-1000308","089-1000247","2016-01-23 15:22",60.0
"089-1000308","089-1000272","2016-02-15 13:30",82.0
"089-1000308","089-1000279","2016-1-11 5:41",12.0
"089-1000308","089-1000323","2016-02-28 18:58",73.0
"089-1000308","089-1000342","2016-1-8 3:14",117.0
"089-1000308","089-1000362","2016-02-13 16:27",239.0
"089-1000308","089-1000402","2016-01-30 17:43",146.0
"089-1000308","089-1000409","2016-01-28 12:50",79.0
"089-1000308","089-1000090","2016-1-6 22:08",411.0
"089-1000308","089-1000102","2016-2-2 0:06",106.0
"089-1000308","089-1000152","2016-2-10 4:04",35.0
"089-1000308","089-1000190","2016-01-18 17:14",123.0
"089-1000309","089-1000010","2016-01-26 01:18",152.0
"089-1000309","089-1000023","2016-01-30 18:58",90.0
"089-1000309","089-1000125","2016-02-13 01:56",10.0
"089-1000309","089-1000125","2016-02-13 01:56",115.0
"089-1000309","089-1000148","2016-02-26 00:39",360.0
"089-1000309","089-1000182","2016-01-18 21:23",56.0
"089-1000309","089-1000253","2016-01-19 12:13",3.0
"089-1000309","089-1000262","2016-1-8 9:35",9.0
"089-1000309","089-1000270","2016-1-11 4:49",136.0
"089-1000309","089-1000010","2016-01-26 01:18",106.0
"089-1000309","089-1000023","2016-01-30 18:58",61.0
"089-1000309","089-1000079","2016-2-10 21:58",1.0
"089-1000309","089-1000135","2016-2-1 5:34",5.0
"089-1000309","089-1000182","2016-01-18 21:23",10.0
"089-1000309","089-1000495","2016-02-18 23:03",443.0
"089-1000310","089-1000011","2016-1-9 1:06",315.0
"089-1000310","089-1000069","2016-01-15 09:33",281.0
"089-1000310","089-1000082","2016-02-28 16:51",23.0
"089-1000310","089-1000087","2016-01-23 05:28",17.0
"089-1000310","089-1000097","2016-02-28 04:48",90.0
"089-1000310","089-1000201","2016-02-27 17:25",53.0
"089-1000310","089-1000339","2016-1-5 21:40",55.0
"089-1000310","089-1000361","2016-2-5 6:07",114.0
"089-1000310","089-1000378","2016-1-4 17:28",75.0
"089-1000310","089-1000406","2016-2-10 4:51",35.0
"089-1000310","089-1000409","2016-2-7 13:06",6.0
"089-1000310","089-1000069","2016-01-15 09:33",152.0
"089-1000310","089-1000082","2016-02-28 16:51",25.0
"089-1000310","089-1000087","2016-01-23 05:28",87.0
"089-1000310","089-1000097","2016-02-28 04:48",6.0
"089-1000310","089-1000119","2016-02-13 18:07",8.0
"089-1000310","089-1000143","2016-2-10 1:02",239.0
"089-1000310","089-1000158","2016-2-6 0:41",104.0
"089-1000310","089-1000158","2016-2-6 0:41",131.0
"089-1000310","089-1000378","2016-1-4 17:28",267.0
"089-1000310","089-1000392","2016-02-14 22:03",596.0
"089-1000310","089-1000406","2016-2-10 4:51",134.0
"089-1000311","089-1000039","2016-2-8 2:01",28.0
"089-1000311","089-1000115","2016-01-20 14:46",13.0
"089-1000311","089-1000139","2016-01-24 21:21",128.0
"089-1000311","089-1000405","2016-01-29 15:34",33.0
"089-1000311","089-1000440","2016-01-13 20:22",9.0
"089-1000311","089-1000493","2016-02-27 15:15",141.0
"089-1000311","089-1000024","2016-02-26 06:08",87.0
"089-1000311","089-1000027","2016-01-26 03:15",197.0
"089-1000311","089-1000029","2016-02-22 20:12",70.0
"089-1000311","089-1000115","2016-01-20 14:46",24.0
"089-1000311","089-1000135","2016-02-20 06:59",191.0
"089-1000311","089-1000211","2016-01-28 06:33",573.0
"089-1000312","089-1000095","2016-01-15 13:08",26.0
"089-1000312","089-1000217","2016-01-27 07:44",52.0
"089-1000312","089-1000241","2016-1-9 15:33",21.0
"089-1000312","089-1000241","2016-1-9 15:33",27.0
"089-1000312","089-1000282","2016-2-4 9:07",373.0
"089-1000312","089-1000351","2016-01-29 10:42",33.0
"089-1000312","089-1000406","2016-01-31 21:25",158.0
"089-1000312","089-1000420","2016-2-8 7:41",69.0
"089-1000312","089-1000063","2016-02-13 03:03",18.0
"089-1000312","089-1000063","2016-02-13 03:03",26.0
"089-1000312","089-1000065","2016-01-27 23:38",411.0
"089-1000312","089-1000095","2016-01-15 13:08",19.0
"089-1000312","089-1000193","2016-01-23 23:19",10.0
"089-1000312","089-1000217","2016-01-27 07:44",107.0
"089-1000312","089-1000253","2016-02-27 13:20",31.0
"089-1000313","089-1000283","2016-01-24 08:25",166.0
"089-1000313","089-1000318","2016-01-29 07:20",9.0
"089-1000313","089-1000453","2016-02-28 19:57",112.0
"089-1000313","089-1000491","2016-02-23 13:10",305.0
"089-1000313","089-1000047","2016-02-21 11:35",61.0
"089-1000313","089-1000047","2016-02-21 11:35",42.0
"089-1000314","089-1000013","2016-1-11 7:31",280.0
"089-1000314","089-1000105","2016-2-6 8:49",295.0
"089-1000314","089-1000209","2016-01-22 03:24",192.0
"089-1000314","089-1000238","2016-1-8 19:50",43.0
"089-1000314","089-1000244","2016-02-15 22:29",69.0
"089-1000314","089-1000260","2016-01-15 09:25",40.0
"089-1000314","089-1000289","2016-02-23 19:22",35.0
"089-1000314","089-1000305","2016-01-26 19:42",402.0
"089-1000314","089-1000364","2016-2-4 3:11",82.0
"089-1000314","089-1000430","2016-2-9 22:21",227.0
"089-1000314","089-1000464","2016-02-29 03:01",37.0
"089-1000314","089-1000486","2016-02-25 16:59",88.0
"089-1000314","089-1000489","2016-02-23 19:23",36.0
"089-1000314","089-1000030","2016-01-27 08:49",83.0
"089-1000314","089-1000050","2016-2-8 8:41",166.0
"089-1000314","089-1000096","2016-01-15 14:48",195.0
"089-1000314","089-1000102","2016-2-2 17:03",197.0
"089-1000314","089-1000105","2016-2-6 8:49",457.0
"089-1000314","089-1000156","2016-02-23 22:40",109.0
"089-1000314","089-1000105","2016-2-6 8:49",583.0
"089-1000314","089-1000364","2016-2-4 3:11",225.0
"089-1000314","089-1000056","2016-02-29 07:21",358.0
"089-1000315","089-1000025","2016-01-18 16:54",8.0
"089-1000315","089-1000072","2016-2-12 19:06",87.0
"089-1000315","089-1000072","2016-2-12 19:06",56.0
"089-1000315","089-1000104","2016-01-19 03:22",364.0
"089-1000315","089-1000113","2016-1-4 22:13",23.0
"089-1000315","089-1000192","2016-01-17 12:52",24.0
"089-1000315","089-1000210","2016-2-7 14:10",473.0
"089-1000315","089-1000341","2016-2-6 1:02",15.0
"089-1000315","089-1000437","2016-01-22 20:48",64.0
"089-1000315","089-1000470","2016-2-2 4:38",86.0
"089-1000315","089-1000072","2016-2-12 19:06",82.0
"089-1000315","089-1000113","2016-1-4 22:13",98.0
"089-1000315","089-1000115","2016-2-5 5:09",39.0
"089-1000315","089-1000470","2016-2-2 4:38",142.0
"089-1000316","089-1000015","2016-1-1 11:38",2.0
"089-1000316","089-1000161","2016-02-19 23:00",339.0
"089-1000316","089-1000217","2016-02-13 12:51",186.0
"089-1000316","089-1000317","2016-02-24 19:13",343.0
"089-1000316","089-1000341","2016-01-30 04:23",265.0
"089-1000316","089-1000426","2016-1-10 22:08",19.0
"089-1000316","089-1000497","2016-02-19 20:19",24.0
"089-1000316","089-1000031","2016-2-3 16:15",127.0
"089-1000316","089-1000161","2016-02-19 23:00",293.0
"089-1000316","089-1000195","2016-02-27 08:33",255.0
"089-1000317","089-1000018","2016-1-9 19:53",114.0
"089-1000317","089-1000019","2016-2-7 14:40",453.0
"089-1000317","089-1000060","2016-1-4 16:00",22.0
"089-1000317","089-1000068","2016-01-26 11:01",62.0
"089-1000317","089-1000149","2016-01-20 02:27",148.0
"089-1000317","089-1000166","2016-01-26 09:45",52.0
"089-1000317","089-1000183","2016-01-27 20:40",281.0
"089-1000317","089-1000195","2016-1-1 21:51",361.0
"089-1000317","089-1000269","2016-1-9 13:33",104.0
"089-1000317","089-1000329","2016-01-20 12:37",160.0
"089-1000317","089-1000412","2016-2-2 9:51",254.0
"089-1000317","089-1000018","2016-1-9 19:53",181.0
"089-1000317","089-1000024","2016-1-8 13:13",202.0
"089-1000317","089-1000060","2016-1-4 16:00",28.0
"089-1000317","089-1000060","2016-1-4 16:00",53.0
"089-1000317","089-1000068","2016-01-26 11:01",13.0
"089-1000317","089-1000068","2016-01-26 11:01",20.0
"089-1000317","089-1000129","2016-01-21 20:20",205.0
"089-1000317","089-1000149","2016-01-20 02:27",135.0
"089-1000317","089-1000160","2016-2-9 6:07",157.0
"089-1000317","089-1000195","2016-1-1 21:51",421.0
"089-1000317","089-1000001","2016-01-23 00:01",274.0
"089-1000317","089-1000331","2016-01-29 12:21",181.0
"089-1000317","089-1000019","2016-2-7 14:40",590.0
"089-1000317","089-1000218","2016-02-14 02:35",456.0
"089-1000318","089-1000006","2016-2-1 6:49",5.0
"089-1000318","089-1000013","2016-1-9 5:40",63.0
"089-1000318","089-1000034","2016-2-10 21:42",330.0
"089-1000318","089-1000045","2016-1-9 3:00",100.0
"089-1000318","089-1000086","2016-02-17 06:03",38.0
"089-1000318","089-1000107","2016-01-18 11:18",311.0
"089-1000318","089-1000110","2016-2-12 17:53",277.0
"089-1000318","089-1000220","2016-02-28 06:06",11.0
"089-1000318","089-1000220","2016-02-28 06:06",83.0
"089-1000318","089-1000276","2016-01-14 20:04",181.0
"089-1000318","089-1000363","2016-1-2 2:57",65.0
"089-1000318","089-1000363","2016-01-30 15:52",114.0
"089-1000318","089-1000006","2016-2-1 6:49",12.0
"089-1000318","089-1000006","2016-2-1 6:49",1.0
"089-1000318","089-1000034","2016-2-10 21:42",84.0
"089-1000318","089-1000086","2016-02-17 06:03",47.0
"089-1000318","089-1000107","2016-01-18 11:18",18.0
"089-1000318","089-1000151","2016-01-13 03:52",176.0
"089-1000318","089-1000171","2016-01-13 08:40",32.0
"089-1000318","089-1000363","2016-01-30 15:52",272.0
"089-1000319","089-1000083","2016-01-30 22:32",4.0
"089-1000319","089-1000187","2016-2-11 5:32",29.0
"089-1000319","089-1000190","2016-2-11 17:31",70.0
"089-1000319","089-1000196","2016-1-4 15:36",265.0
"089-1000319","089-1000259","2016-2-2 1:48",225.0
"089-1000319","089-1000317","2016-01-17 01:39",67.0
"089-1000319","089-1000317","2016-01-17 01:39",98.0
"089-1000319","089-1000355","2016-02-28 23:13",190.0
"089-1000319","089-1000359","2016-2-12 22:28",11.0
"089-1000319","089-1000453","2016-1-12 20:24",266.0
"089-1000319","089-1000105","2016-02-17 23:54",498.0
"089-1000319","089-1000175","2016-01-25 10:04",18.0
"089-1000319","089-1000175","2016-2-6 9:15",195.0
"089-1000319","089-1000175","2016-01-25 10:04",53.0
"089-1000319","089-1000190","2016-2-11 17:31",522.0
"089-1000319","089-1000355","2016-02-28 23:13",253.0
"089-1000320","089-1000031","2016-01-24 20:27",53.0
"089-1000320","089-1000031","2016-01-24 20:27",126.0
"089-1000320","089-1000102","2016-02-16 21:41",258.0
"089-1000320","089-1000102","2016-2-7 0:16",108.0
"089-1000320","089-1000116","2016-02-13 01:12",263.0
"089-1000320","089-1000158","2016-2-3 5:40",292.0
"089-1000320","089-1000187","2016-02-26 11:25",120.0
"089-1000320","089-1000261","2016-01-22 20:22",346.0
"089-1000320","089-1000301","2016-02-26 20:53",57.0
"089-1000320","089-1000317","2016-01-17 08:24",61.0
"089-1000320","089-1000352","2016-02-28 12:55",92.0
"089-1000320","089-1000434","2016-01-14 23:57",182.0
"089-1000320","089-1000444","2016-02-20 04:05",48.0
"089-1000320","089-1000446","2016-2-2 20:49",144.0
"089-1000320","089-1000453","2016-01-30 19:20",41.0
"089-1000320","089-1000471","2016-1-1 10:32",103.0
"089-1000320","089-1000031","2016-01-24 20:27",32.0
"089-1000320","089-1000077","2016-01-16 11:20",267.0
"089-1000320","089-1000102","2016-2-7 0:16",29.0
"089-1000320","089-1000102","2016-02-16 21:41",56.0
"089-1000320","089-1000102","2016-2-7 0:16",9.0
"089-1000320","089-1000158","2016-2-3 5:40",193.0
"089-1000320","089-1000187","2016-02-26 11:25",145.0
"089-1000320","089-1000116","2016-02-13 01:12",527.0
"089-1000320","089-1000446","2016-2-2 20:49",178.0
"089-1000321","089-1000052","2016-2-7 18:53",22.0
"089-1000321","089-1000118","2016-1-2 0:06",40.0
"089-1000321","089-1000148","2016-01-22 00:11",13.0
"089-1000321","089-1000152","2016-01-24 02:36",182.0
"089-1000321","089-1000220","2016-02-28 16:40",202.0
"089-1000321","089-1000294","2016-01-26 08:35",337.0
"089-1000321","089-1000458","2016-01-13 01:38",3.0
"089-1000321","089-1000492","2016-1-3 5:13",284.0
"089-1000321","089-1000006","2016-01-15 07:40",18.0
"089-1000321","089-1000052","2016-2-7 18:53",42.0
"089-1000321","089-1000088","2016-2-8 3:44",186.0
"089-1000321","089-1000118","2016-1-2 0:06",93.0
"089-1000321","089-1000118","2016-1-2 0:06",38.0
"089-1000321","089-1000148","2016-01-22 00:11",1.0
"089-1000321","089-1000152","2016-01-24 02:36",383.0
"089-1000321","089-1000294","2016-01-26 08:35",520.0
"089-1000321","089-1000220","2016-02-28 16:40",239.0
"089-1000322","089-1000027","2016-02-23 16:43",70.0
"089-1000322","089-1000061","2016-01-23 04:57",124.0
"089-1000322","089-1000081","2016-01-26 10:36",46.0
"089-1000322","089-1000112","2016-02-19 03:26",365.0
"089-1000322","089-1000140","2016-02-14 06:47",14.0
"089-1000322","089-1000140","2016-02-14 06:47",104.0
"089-1000322","089-1000154","2016-02-18 02:29",68.0
"089-1000322","089-1000181","2016-01-21 19:02",160.0
"089-1000322","089-1000223","2016-02-17 03:37",102.0
"089-1000322","089-1000248","2016-02-21 13:05",74.0
"089-1000322","089-1000295","2016-01-14 04:35",139.0
"089-1000322","089-1000366","2016-1-11 21:33",285.0
"089-1000322","089-1000429","2016-02-17 23:11",79.0
"089-1000322","089-1000430","2016-02-21 19:50",244.0
"089-1000322","089-1000496","2016-01-23 12:29",31.0
"089-1000322","089-1000000","2016-01-17 10:49",90.0
"089-1000322","089-1000027","2016-02-23 16:43",54.0
"089-1000322","089-1000061","2016-01-23 04:57",101.0
"089-1000322","089-1000129","2016-1-3 9:00",8.0
"089-1000322","089-1000140","2016-02-14 06:47",114.0
"089-1000322","089-1000154","2016-02-18 02:29",161.0
"089-1000322","089-1000166","2016-2-2 19:34",118.0
"089-1000322","089-1000235","2016-01-30 00:47",349.0
"089-1000322","089-1000411","2016-01-31 21:22",384.0
"089-1000322","089-1000154","2016-02-18 02:29",227.0
"089-1000322","089-1000429","2016-02-17 23:11",254.0
"089-1000323","089-1000168","2016-2-1 10:48",72.0
"089-1000323","089-1000181","2016-02-22 19:32",61.0
"089-1000323","089-1000194","2016-1-9 3:16",126.0
"089-1000323","089-1000264","2016-02-13 20:50",17.0
"089-1000323","089-1000103","2016-01-28 04:12",47.0
"089-1000323","089-1000103","2016-01-28 04:12",61.0
"089-1000323","089-1000161","2016-02-20 06:40",11.0
"089-1000323","089-1000103","2016-01-28 04:12",67.0
"089-1000324","089-1000018","2016-1-7 16:52",264.0
"089-1000324","089-1000026","2016-02-17 08:08",251.0
"089-1000324","089-1000076","2016-01-25 23:33",368.0
"089-1000324","089-1000160","2016-02-29 01:52",169.0
"089-1000324","089-1000238","2016-1-2 14:03",13.0
"089-1000324","089-1000239","2016-1-10 1:51",106.0
"089-1000324","089-1000243","2016-02-19 19:23",439.0
"089-1000324","089-1000258","2016-1-4 8:57",29.0
"089-1000324","089-1000270","2016-01-14 14:34",421.0
"089-1000324","089-1000289","2016-02-28 03:21",160.0
"089-1000324","089-1000327","2016-01-23 20:38",73.0
"089-1000324","089-1000488","2016-2-6 4:09",424.0
"089-1000324","089-1000498","2016-02-21 09:55",160.0
"089-1000324","089-1000076","2016-01-25 23:33",512.0
"089-1000324","089-1000174","2016-1-1 23:45",26.0
"089-1000324","089-1000194","2016-01-27 05:55",12.0
"089-1000324","089-1000431","2016-01-18 07:47",204.0
"089-1000325","089-1000001","2016-1-4 2:54",60.0
"089-1000325","089-1000175","2016-02-19 11:37",71.0
"089-1000325","089-1000176","2016-01-24 04:59",507.0
"089-1000325","089-1000218","2016-01-27 23:26",4.0
"089-1000325","089-1000286","2016-02-20 06:53",94.0
"089-1000325","089-1000297","2016-2-6 22:48",63.0
"089-1000325","089-1000297","2016-2-6 22:48",13.0
"089-1000325","089-1000334","2016-02-20 13:37",1.0
"089-1000325","089-1000345","2016-2-11 2:23",150.0
"089-1000325","089-1000356","2016-2-6 20:48",334.0
"089-1000325","089-1000450","2016-02-25 20:05",109.0
"089-1000325","089-1000450","2016-02-25 20:05",74.0
"089-1000325","089-1000083","2016-01-27 08:12",348.0
"089-1000325","089-1000147","2016-02-14 02:00",314.0
"089-1000325","089-1000214","2016-01-31 13:46",205.0
"089-1000326","089-1000106","2016-02-23 10:45",154.0
"089-1000326","089-1000113","2016-02-19 14:45",82.0
"089-1000326","089-1000113","2016-02-19 14:45",94.0
"089-1000326","089-1000117","2016-01-28 01:02",100.0
"089-1000326","089-1000184","2016-02-15 03:07",133.0
"089-1000326","089-1000184","2016-02-15 03:07",136.0
"089-1000326","089-1000187","2016-01-25 02:11",323.0
"089-1000326","089-1000189","2016-1-4 1:08",123.0
"089-1000326","089-1000203","2016-02-29 03:47",83.0
"089-1000326","089-1000240","2016-2-5 22:35",73.0
"089-1000326","089-1000348","2016-01-14 10:57",88.0
"089-1000326","089-1000355","2016-2-10 14:46",52.0
"089-1000326","089-1000399","2016-1-4 3:01",53.0
"089-1000326","089-1000401","2016-01-30 09:18",17.0
"089-1000326","089-1000017","2016-1-7 2:23",18.0
"089-1000326","089-1000106","2016-02-23 10:45",99.0
"089-1000326","089-1000113","2016-02-19 14:45",41.0
"089-1000326","089-1000158","2016-02-24 01:15",234.0
"089-1000326","089-1000184","2016-02-15 03:07",143.0
"089-1000326","089-1000189","2016-1-4 1:08",174.0
"089-1000326","089-1000203","2016-02-29 03:47",88.0
"089-1000327","089-1000076","2016-1-2 18:24",18.0
"089-1000327","089-1000079","2016-2-6 17:20",398.0
"089-1000327","089-1000098","2016-02-27 08:25",405.0
"089-1000327","089-1000191","2016-1-7 10:41",321.0
"089-1000327","089-1000195","2016-01-24 00:41",497.0
"089-1000327","089-1000301","2016-01-16 22:04",26.0
"089-1000327","089-1000317","2016-02-14 16:14",35.0
"089-1000327","089-1000392","2016-02-13 07:41",8.0
"089-1000327","089-1000443","2016-1-10 12:37",2.0
"089-1000327","089-1000458","2016-01-14 18:08",120.0
"089-1000327","089-1000044","2016-2-9 23:08",63.0
"089-1000327","089-1000076","2016-1-2 18:24",8.0
"089-1000327","089-1000088","2016-2-7 3:32",554.0
"089-1000327","089-1000098","2016-02-27 08:25",481.0
"089-1000327","089-1000076","2016-1-2 18:24",382.0
"089-1000327","089-1000152","2016-2-6 15:11",580.0
"089-1000327","089-1000392","2016-02-13 07:41",117.0
"089-1000327","089-1000307","2016-1-2 7:30",37.0
"089-1000328","089-1000065","2016-01-25 22:56",181.0
"089-1000328","089-1000077","2016-01-17 15:54",287.0
"089-1000328","089-1000253","2016-02-25 23:53",4.0
"089-1000328","089-1000305","2016-01-26 03:59",437.0
"089-1000328","089-1000308","2016-01-14 20:15",20.0
"089-1000328","089-1000308","2016-01-14 20:15",12.0
"089-1000328","089-1000311","2016-1-9 22:57",240.0
"089-1000328","089-1000456","2016-02-13 13:05",47.0
"089-1000328","089-1000075","2016-02-27 19:57",345.0
"089-1000328","089-1000103","2016-2-3 19:09",103.0
"089-1000328","089-1000342","2016-1-4 11:07",344.0
"089-1000328","089-1000253","2016-02-25 23:53",82.0
"089-1000328","089-1000157","2016-2-11 12:20",188.0
"089-1000328","089-1000305","2016-01-26 03:59",451.0
"089-1000328","089-1000075","2016-02-27 19:57",505.0
"089-1000329","089-1000008","2016-02-27 00:25",341.0
"089-1000329","089-1000020","2016-1-5 5:20",39.0
"089-1000329","089-1000045","2016-1-1 2:53",49.0
"089-1000329","089-1000053","2016-1-9 10:16",140.0
"089-1000329","089-1000168","2016-2-10 19:59",12.0
"089-1000329","089-1000175","2016-2-7 0:12",128.0
"089-1000329","089-1000263","2016-02-25 13:14",3.0
"089-1000329","089-1000263","2016-02-25 13:14",8.0
"089-1000329","089-1000333","2016-02-17 11:37",318.0
"089-1000329","089-1000344","2016-1-1 9:29",199.0
"089-1000329","089-1000445","2016-1-7 19:02",331.0
"089-1000329","089-1000008","2016-02-27 00:25",220.0
"089-1000329","089-1000053","2016-1-9 10:16",74.0
"089-1000329","089-1000168","2016-2-10 19:59",94.0
"089-1000329","089-1000175","2016-2-7 0:12",2.0
"089-1000329","089-1000195","2016-01-14 08:26",24.0
"089-1000329","089-1000195","2016-02-20 12:33",348.0
"089-1000329","089-1000223","2016-1-5 14:38",124.0
"089-1000329","089-1000071","2016-1-7 23:05",568.0
"089-1000329","089-1000121","2016-02-23 02:33",79.0
"089-1000329","089-1000175","2016-2-7 0:12",160.0
"089-1000329","089-1000200","2016-01-15 19:27",364.0
"089-1000330","089-1000035","2016-2-10 7:08",396.0
"089-1000330","089-1000308","2016-1-12 3:11",39.0
"089-1000330","089-1000035","2016-2-10 7:08",487.0
"089-1000331","089-1000001","2016-01-17 16:10",153.0
"089-1000331","089-1000049","2016-01-20 17:47",17.0
"089-1000331","089-1000052","2016-01-30 15:54",74.0
"089-1000331","089-1000058","2016-2-4 19:48",116.0
"089-1000331","089-1000126","2016-01-30 04:51",68.0
"089-1000331","089-1000126","2016-01-30 04:51",39.0
"089-1000331","089-1000279","2016-1-9 0:10",101.0
"089-1000331","089-1000412","2016-2-9 15:07",88.0
"089-1000331","089-1000412","2016-2-9 15:07",57.0
"089-1000331","089-1000001","2016-01-17 16:10",97.0
"089-1000331","089-1000049","2016-01-20 17:47",79.0
"089-1000331","089-1000049","2016-01-20 17:47",26.0
"089-1000331","089-1000126","2016-01-30 04:51",107.0
"089-1000331","089-1000134","2016-2-8 14:23",25.0
"089-1000331","089-1000134","2016-2-8 14:23",26.0
"089-1000331","089-1000180","2016-01-18 11:54",161.0
"089-1000331","089-1000279","2016-1-9 0:10",135.0
"089-1000332","089-1000136","2016-01-14 23:31",60.0
"089-1000332","089-1000191","2016-01-14 20:12",293.0
"089-1000332","089-1000269","2016-01-21 01:00",162.0
"089-1000332","089-1000296","2016-01-30 17:28",289.0
"089-1000332","089-1000340","2016-1-10 9:06",132.0
"089-1000332","089-1000345","2016-02-26 23:30",34.0
"089-1000332","089-1000492","2016-1-2 11:28",483.0
"089-1000332","089-1000372","2016-1-6 7:34",471.0
"089-1000332","089-1000136","2016-01-14 23:31",462.0
"089-1000332","089-1000034","2016-02-25 16:48",399.0
"089-1000332","089-1000340","2016-1-10 9:06",567.0
"089-1000333","089-1000035","2016-1-6 20:17",83.0
"089-1000333","089-1000059","2016-01-18 14:52",242.0
"089-1000333","089-1000069","2016-01-18 04:11",4.0
"089-1000333","089-1000143","2016-1-11 2:36",229.0
"089-1000333","089-1000174","2016-1-1 21:57",231.0
"089-1000333","089-1000277","2016-2-8 7:53",8.0
"089-1000333","089-1000404","2016-2-8 7:41",305.0
"089-1000333","089-1000429","2016-1-6 9:41",202.0
"089-1000333","089-1000015","2016-02-15 10:07",308.0
"089-1000333","089-1000035","2016-1-6 20:17",48.0
"089-1000333","089-1000059","2016-01-18 14:52",262.0
"089-1000333","089-1000174","2016-1-1 21:57",106.0
"089-1000333","089-1000182","2016-02-16 01:35",383.0
"089-1000333","089-1000143","2016-1-11 2:36",311.0
"089-1000333","089-1000246","2016-01-22 22:47",96.0
"089-1000333","089-1000069","2016-01-18 04:11",396.0
"089-1000333","089-1000429","2016-1-6 9:41",590.0
